,Order ID,Customer ID,Product ID,Date,Original Price,Discount%,Customer Age,City,State,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings
927,OD0928,C013,P0785,11/08/22,2235,0.4,22,Raipur,Chhatisgarh,Men,Bottomwear,Pants,Puma,32,Lavender,4
928,OD0929,C014,P0786,29/06/21,2234,0.4,25,Raipur,Chhatisgarh,Men,Bottomwear,Pants,Puma,32,Lavender,4
929,OD0930,C015,P0787,01/01/21,1452,0.45,27,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,32,Lavender,4
930,OD0931,C016,P0788,03/07/22,2356,0.45,29,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,32,Lavender,3
931,OD0932,C017,P0789,03/12/21,2245,0.45,23,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,5
932,OD0933,C018,P0790,12/05/21,2235,0.47,25,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
933,OD0934,C019,P0790,28/07/21,965,0.47,24,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
934,OD0935,C020,P0790,07/07/22,1158,0.46,15,Ahmedabad,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
935,OD0936,C021,P0790,12/08/21,264,0.46,19,Vadodara,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
936,OD0937,C022,P0790,22/08/22,433,0.46,19,Vadodara,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
937,OD0938,C023,P0790,27/02/23,562,0.3,19,Vadodara,Gujrat,Men,Bottomwear,Pants,Puma,30,Lavender,4
938,OD0939,C024,P0791,08/05/21,423,0.3,22,Vadodara,Gujrat,Men,Bottomwear,Pants,Puma,30,Black,2
939,OD0940,C025,P0792,13/10/22,621,0.3,22,Vadodara,Gujrat,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
940,OD0941,C026,P0793,28/12/22,333,0.3,22,Surat,Gujrat,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,5
941,OD0942,C027,P0794,17/10/22,236,0.3,22,Surat,Gujrat,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,5
942,OD0943,C028,P0795,19/11/22,456,0.35,29,Surat,Gujrat,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,4
943,OD0944,C029,P0796,02/07/21,963,0.35,29,Surat,Gujrat,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,4
944,OD0945,C030,P0797,07/04/22,234,0.35,29,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Blue,4
945,OD0946,C031,P0798,03/06/22,456,0.35,29,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
946,OD0947,C032,P0799,10/06/22,564,0.35,41,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
947,OD0948,C033,P0800,02/01/23,634,0.35,42,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,3
948,OD0949,C034,P0801,11/04/21,236,0.4,43,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,5
949,OD0950,C035,P0802,25/08/22,444,0.4,44,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,5
950,OD0951,C036,P0803,20/09/21,456,0.15,45,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,4
951,OD0952,C037,P0804,14/01/21,963,0.15,35,Bengaluru,Karnataka,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,3
952,OD0953,C038,P0805,05/07/22,456,0.15,36,Patna,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,5
953,OD0954,C039,P0806,17/11/21,1189,0.34,37,Patna,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Purple,4
954,OD0955,C040,P0807,02/04/22,1298,0.34,26,Patna,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Purple,3
955,OD0956,C041,P0808,22/10/21,1456,0.34,27,Patna,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,5
956,OD0957,C042,P0809,24/07/21,1478,0.34,28,Darbhanga,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Black,5
957,OD0958,C043,P0810,30/08/22,256,0.34,29,Darbhanga,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Brown,4
958,OD0959,C044,P0811,18/08/21,2698,0.34,30,Darbhanga,Bihar,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Brown,2
959,OD0960,C045,P0812,08/04/21,2364,0.44,31,Nalanda,Bihar,Men,Bottomwear,Pants,Adidas,32,Brown,3
960,OD0961,C046,P0813,25/06/21,1236,0.44,32,Nalanda,Bihar,Men,Bottomwear,Pants,Adidas,32,Brown,4
961,OD0962,C047,P0814,10/03/22,756,0.44,33,Nalanda,Bihar,Men,Bottomwear,Pants,Adidas,32,Beige,5
962,OD0963,C048,P0815,11/04/22,326,0.44,44,Gaya,Bihar,Men,Bottomwear,Pants,Adidas,32,Beige,4
963,OD0964,C049,P0816,09/01/21,453,0.44,45,Gaya,Bihar,Men,Bottomwear,Pants,Adidas,34,Pink,4
964,OD0965,C050,P0817,16/12/22,326,0.1,46,Bhopal,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Pink,4
965,OD0966,C051,P0818,17/04/22,456,0.1,47,Bhopal,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Pink,3
966,OD0967,C052,P0819,05/01/22,675,0.1,48,Bhopal,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Orange,2
967,OD0968,C053,P0820,24/11/21,654,0.3,49,Bhopal,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Orange,5
968,OD0969,C054,P0821,30/05/22,654,0.3,17,Sagar,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Orange,4
969,OD0970,C055,P0822,11/09/22,654,0.3,18,Sagar,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Yellow,2
970,OD0971,C056,P0823,24/02/23,654,0.25,19,Sagar,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,34,Yellow,5
971,OD0972,C057,P0824,08/06/21,356,0.25,20,Sagar,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,38,Yellow,5
972,OD0973,C058,P0825,09/08/21,686,0.3,21,Indore,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
973,OD0974,C059,P0826,20/06/22,456,0.3,22,Indore,Madhya Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
974,OD0975,C060,P0826,24/01/21,516,0.3,16,Kanpur,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
975,OD0976,C061,P0826,20/01/23,355,0.4,17,Kanpur,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
976,OD0977,C062,P0826,04/07/21,465,0.4,18,Kanpur,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
977,OD0978,C063,P0827,03/06/22,965,0.4,19,Kanpur,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,4
978,OD0979,C064,P0828,08/06/22,1158,0.4,20,Aligarh,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Cream,3
979,OD0980,C065,P0829,07/06/22,264,0.4,21,Aligarh,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Green,5
980,OD0981,C066,P0830,12/09/21,433,0.4,22,Aligarh,Uttar Pradesh,Men,Bottomwear,Pants,Adidas,38,Green,4
981,OD0982,C067,P0831,03/04/21,562,0.45,23,Aligarh,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Green,2
982,OD0983,C068,P0832,15/11/22,423,0.45,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Teal,5
983,OD0984,C069,P0833,26/07/21,621,0.45,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Teal,5
984,OD0985,C070,P0834,19/03/21,333,0.47,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Teal,5
985,OD0986,C071,P0835,02/11/22,236,0.47,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Teal,4
986,OD0987,C072,P0836,18/02/23,456,0.46,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Teal,4
987,OD0988,C073,P0837,02/05/21,963,0.46,18,Prayagraj,Uttar Pradesh,Men,Bottomwear,Pants,Jockey,38,Sea Green,4
988,OD0989,C074,P0838,17/07/21,234,0.46,23,Jalandhar,Punjab,Men,Bottomwear,Pants,Jockey,36,Red ,5
989,OD0990,C075,P0839,17/02/22,456,0.3,24,Jalandhar,Punjab,Men,Bottomwear,Pants,Jockey,36,Blue,5
990,OD0991,C076,P0840,03/12/22,564,0.3,25,Jalandhar,Punjab,Men,Bottomwear,Pants,Jockey,36,Orange,3
991,OD0992,C077,P0841,09/01/22,634,0.3,26,Jalandhar,Punjab,Men,Footwear,Casual Shoes,Puma,6  UK,Green,5
992,OD0993,C078,P0842,20/01/21,236,0.3,27,Amritsar,Punjab,Men,Footwear,Casual Shoes,Puma,7  UK,Purple,5
993,OD0994,C079,P0843,09/02/22,444,0.3,24,Amritsar,Punjab,Men,Footwear,Casual Shoes,Puma,8  UK,White,4
994,OD0995,C080,P0844,07/09/21,456,0.35,24,Amritsar,Punjab,Men,Footwear,Casual Shoes,Puma,9  UK,Off white,3
995,OD0996,C081,P0845,15/09/22,963,0.35,24,Amritsar,Punjab,Men,Footwear,Casual Shoes,Puma,10  UK,Off white,3
996,OD0997,C082,P0846,01/09/21,456,0.35,24,Amritsar,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
997,OD0998,C083,P0847,28/08/22,1189,0.35,24,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
998,OD0999,C084,P0848,14/04/21,1298,0.35,24,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,4
999,OD1000,C085,P0849,16/05/21,1456,0.35,24,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,2
1000,OD1001,C086,P0850,04/12/22,1478,0.4,24,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,3
1001,OD1002,C087,P0851,29/06/22,256,0.4,24,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,4
1002,OD1003,C088,P0852,18/09/21,2698,0.15,22,Patiala,Punjab,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
1003,OD1004,C089,P0853,02/01/23,2364,0.15,23,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
1004,OD1005,C090,P0854,04/05/21,1236,0.15,24,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
1005,OD1006,C091,P0855,23/05/21,756,0.35,25,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
1006,OD1007,C092,P0856,23/07/21,326,0.35,26,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,3
1007,OD1008,C093,P0857,28/10/22,453,0.35,27,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,2
1008,OD1009,C094,P0858,08/12/21,326,0.35,34,Jaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,5
1009,OD1010,C095,P0859,11/02/22,456,0.55,35,Jodhpur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
1010,OD1011,C096,P0860,17/10/22,675,0.55,36,Jodhpur,Rajasthan,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,2
1011,OD1012,C097,P0861,24/08/22,654,0.55,37,Jodhpur,Rajasthan,Men,Footwear,Casual Shoes,Puma,9 UK,Brown,5
1012,OD1013,C098,P0862,05/06/21,654,0.55,38,Udaipur,Rajasthan,Men,Footwear,Casual Shoes,Puma,9 UK,Navy Blue,5
1013,OD1014,C099,P0863,17/01/22,654,0.5,39,Udaipur,Rajasthan,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1014,OD1015,C100,P0863,12/02/22,654,0.5,40,Udaipur,Rajasthan,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1015,OD1016,C001,P0863,10/12/21,356,0.5,30,Mumbai,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1016,OD1017,C002,P0863,29/04/22,686,0.5,35,Mumbai,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1017,OD1018,C003,P0863,06/10/22,456,0.5,36,Mumbai,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1018,OD1019,C004,P0864,06/01/23,516,0.3,40,Pune,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1019,OD1020,C005,P0865,05/11/22,355,0.32,25,Pune,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1020,OD1021,C006,P0866,06/08/22,465,0.25,16,Pune,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,3
1021,OD1022,C007,P0867,02/10/22,965,0.45,23,Pune,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,5
1022,OD1023,C008,P0868,07/03/23,1158,0.15,22,Pune,Maharashtra,Men,Footwear,Casual Shoes,Adidas,9 UK,Navy Blue,4
1023,OD1024,C009,P0869,20/04/21,264,0.33,17,Hyderabad,Telangana,Men,Footwear,Casual Shoes,Adidas,8 UK,Navy Blue,2
1024,OD1025,C010,P0870,18/10/21,433,0.42,19,Hyderabad,Telangana,Men,Footwear,Casual Shoes,Nike,8 UK,Navy Blue,5
1025,OD1026,C011,P0871,25/02/22,562,0.42,18,Hyderabad,Telangana,Men,Footwear,Casual Shoes,Nike,8 UK,Blue,5
1026,OD1027,C012,P0872,10/12/21,423,0.39,20,Hyderabad,Telangana,Men,Footwear,Casual Shoes,Nike,8 UK,Blue,5
1027,OD1028,C013,P0873,22/06/22,621,0.39,22,Raipur,Chhatisgarh,Men,Footwear,Casual Shoes,Nike,8 UK,Blue,4
1028,OD1029,C014,P0874,25/02/23,333,0.39,25,Raipur,Chhatisgarh,Men,Footwear,Casual Shoes,Nike,8 UK,Blue,4
1029,OD1030,C015,P0875,20/09/22,236,0.39,27,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Blue,4
1030,OD1031,C016,P0876,31/03/21,456,0.3,29,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Blue,5
1031,OD1032,C017,P0877,03/08/22,963,0.3,23,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Blue,5
1032,OD1033,C018,P0878,23/08/21,234,0.3,25,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Blue,3
1033,OD1034,C019,P0879,07/08/22,456,0.25,24,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Grey,5
1034,OD1035,C020,P0880,21/06/22,564,0.25,15,Ahmedabad,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Grey,5
1035,OD1036,C021,P0881,01/12/22,634,0.3,19,Vadodara,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Grey,4
1036,OD1037,C022,P0882,12/11/21,236,0.3,19,Vadodara,Gujrat,Men,Footwear,Casual Shoes,Nike,6 UK,Grey,3
1037,OD1038,C023,P0883,10/06/22,444,0.3,19,Vadodara,Gujrat,Men,Footwear,Casual Shoes,Nike,7 UK,Grey,4
1038,OD1039,C024,P0884,11/05/21,456,0.4,22,Vadodara,Gujrat,Men,Footwear,Casual Shoes,Nike,7 UK,Grey,4
1039,OD1040,C025,P0885,15/02/23,963,0.4,22,Vadodara,Gujrat,Men,Footwear,Casual Shoes,Nike,7 UK,Charcoal,4
1040,OD1041,C026,P0886,13/12/22,456,0.4,22,Surat,Gujrat,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,4
1041,OD1042,C027,P0887,15/05/22,1189,0.4,22,Surat,Gujrat,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,4
1042,OD1043,C028,P0888,16/07/21,1298,0.4,29,Surat,Gujrat,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,4
1043,OD1044,C029,P0889,23/05/21,1456,0.4,29,Surat,Gujrat,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,4
1044,OD1045,C030,P0890,21/07/21,1478,0.45,29,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,4
1045,OD1046,C031,P0891,22/04/21,256,0.45,29,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,7 UK,Charcoal,3
1046,OD1047,C032,P0892,11/01/22,2698,0.45,41,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,6  UK,Beige,3
1047,OD1048,C033,P0893,28/09/21,2364,0.47,42,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,7  UK,Beige,4
1048,OD1049,C034,P0894,12/07/21,1236,0.47,43,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,8  UK,Beige,5
1049,OD1050,C035,P0895,19/02/21,756,0.46,44,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,9  UK,Beige,3
1050,OD1051,C036,P0896,02/11/22,326,0.46,45,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,10  UK,Beige,2
1051,OD1052,C037,P0897,26/06/22,453,0.46,35,Bengaluru,Karnataka,Men,Footwear,Casual Shoes,Roadster,11  UK,Beige,5
1052,OD1053,C038,P0898,10/05/22,326,0.3,36,Patna,Bihar,Men,Footwear,Casual Shoes,Roadster,11  UK,Beige,4
1053,OD1054,C039,P0899,08/05/21,456,0.3,37,Patna,Bihar,Men,Footwear,Casual Shoes,Wrogn,11  UK,Brown,3
1054,OD1055,C040,P0900,11/12/21,456,0.3,26,Patna,Bihar,Men,Footwear,Casual Shoes,Wrogn,11  UK,Brown,5
1055,OD1056,C041,P0901,20/08/22,456,0.3,27,Patna,Bihar,Men,Footwear,Casual Shoes,Wrogn,11  UK,Brown,4
1056,OD1057,C042,P0902,30/07/21,456,0.3,28,Darbhanga,Bihar,Men,Footwear,Casual Shoes,Wrogn,11  UK,Black,2
1057,OD1058,C043,P0903,22/06/21,236,0.35,29,Darbhanga,Bihar,Men,Footwear,Casual Shoes,Wrogn,11  UK,Black,5
1058,OD1059,C044,P0904,09/04/21,996,0.35,30,Darbhanga,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Black,5
1059,OD1060,C045,P0905,01/06/21,654,0.35,31,Nalanda,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Black,4
1060,OD1061,C046,P0906,17/06/22,456,0.35,32,Nalanda,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Black,4
1061,OD1062,C047,P0907,15/03/23,785,0.35,33,Nalanda,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,4
1062,OD1063,C048,P0908,10/08/21,365,0.35,44,Gaya,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,3
1063,OD1064,C049,P0909,29/03/22,965,0.4,45,Gaya,Bihar,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,5
1064,OD1065,C050,P0910,16/03/22,444,0.4,46,Bhopal,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,4
1065,OD1066,C051,P0911,15/07/22,569,0.15,47,Bhopal,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1066,OD1067,C052,P0911,16/04/22,475,0.15,48,Bhopal,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1067,OD1068,C053,P0911,28/02/22,598,0.15,49,Bhopal,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1068,OD1069,C054,P0911,30/07/21,536,0.3,17,Sagar,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1069,OD1070,C055,P0911,24/07/22,256,0.3,18,Sagar,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1070,OD1071,C056,P0911,28/02/23,456,0.3,19,Sagar,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1071,OD1072,C057,P0911,27/11/22,456,0.25,20,Sagar,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,10 UK,Brown,2
1072,OD1073,C058,P0912,15/03/22,745,0.25,21,Indore,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Brown,5
1073,OD1074,C059,P0913,28/12/21,356,0.3,22,Indore,Madhya Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Brown,5
1074,OD1075,C060,P0914,01/01/22,1189,0.3,16,Kanpur,Uttar Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Yellow,5
1075,OD1076,C061,P0915,30/01/21,426,0.3,17,Kanpur,Uttar Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Yellow,4
1076,OD1077,C062,P0916,11/06/22,1126,0.4,18,Kanpur,Uttar Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Yellow,4
1077,OD1078,C063,P0917,21/12/22,1145,0.4,19,Kanpur,Uttar Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Yellow,4
1078,OD1079,C064,P0918,12/01/21,1235,0.4,20,Aligarh,Uttar Pradesh,Men,Footwear,Casual Shoes,Wrogn,9 UK,Yellow,5
1079,OD1080,C065,P0919,28/03/21,1564,0.4,21,Aligarh,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,9 UK,Cream,5
1080,OD1081,C066,P0920,20/03/23,654,0.4,22,Aligarh,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,3
1081,OD1082,C067,P0921,27/12/22,854,0.4,23,Aligarh,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,5
1082,OD1083,C068,P0922,10/03/21,475,0.45,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,5
1083,OD1084,C069,P0923,03/04/21,349,0.45,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,4
1084,OD1085,C070,P0924,18/11/22,350,0.45,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,3
1085,OD1086,C071,P0925,10/12/21,351,0.47,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,8 UK,Cream,5
1086,OD1087,C072,P0926,31/08/21,352,0.47,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,6 UK,Navy Blue,4
1087,OD1088,C073,P0927,25/01/21,353,0.46,18,Prayagraj,Uttar Pradesh,Men,Footwear,Formal Shoes,Red Tape,6 UK,Navy Blue,3
1088,OD1089,C074,P0928,06/07/22,354,0.46,23,Jalandhar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Navy Blue,5
1089,OD1090,C075,P0929,03/10/22,355,0.46,24,Jalandhar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Navy Blue,5
1090,OD1091,C076,P0930,16/12/22,356,0.3,25,Jalandhar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Teal,4
1091,OD1092,C077,P0931,04/10/21,999,0.3,26,Jalandhar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Sea Green,2
1092,OD1093,C078,P0932,28/12/21,555,0.3,27,Amritsar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Red ,3
1093,OD1094,C079,P0933,08/03/22,555,0.3,24,Amritsar,Punjab,Men,Footwear,Formal Shoes,Red Tape,6 UK,Blue,4
1094,OD1095,C080,P0934,22/10/22,555,0.3,24,Amritsar,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Orange,5
1095,OD1096,C081,P0935,09/12/21,555,0.35,24,Amritsar,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Green,4
1096,OD1097,C082,P0936,23/02/22,1025,0.35,24,Amritsar,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Purple,4
1097,OD1098,C083,P0936,21/09/21,1025,0.35,24,Patiala,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Purple,4
1098,OD1099,C084,P0936,23/09/21,1025,0.35,24,Patiala,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Purple,4
1099,OD1100,C085,P0936,07/12/21,555,0.35,24,Patiala,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Purple,4
1100,OD1101,C086,P0936,07/04/21,599,0.35,24,Patiala,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,Purple,4
1101,OD1102,C087,P0937,09/03/22,555,0.4,24,Patiala,Punjab,Men,Footwear,Formal Shoes,Red Tape,7 UK,White,4
1102,OD1103,C088,P0938,15/08/22,555,0.4,22,Patiala,Punjab,Men,Footwear,Formal Shoes,Bata,7 UK,Off white,3
1103,OD1104,C089,P0939,23/09/21,565,0.15,23,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,7 UK,Sea Green,2
1104,OD1105,C090,P0940,06/12/21,555,0.15,24,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,7 UK,Green,5
1105,OD1106,C091,P0941,04/07/22,999,0.15,25,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,7 UK,Peach,4
1106,OD1107,C092,P0942,02/07/22,999,0.35,26,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,7 UK,Lavender,2
1107,OD1108,C093,P0943,04/04/22,999,0.35,27,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,6  UK,Charcoal,5
1108,OD1109,C094,P0944,08/06/21,999,0.35,34,Jaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,7  UK,Beige,5
1109,OD1110,C095,P0945,04/07/22,1119,0.35,35,Jodhpur,Rajasthan,Men,Footwear,Formal Shoes,Bata,8  UK,Cream,4
1110,OD1111,C096,P0946,16/11/22,1119,0.55,36,Jodhpur,Rajasthan,Men,Footwear,Formal Shoes,Bata,9  UK,Off white,4
1111,OD1112,C097,P0947,11/09/21,1119,0.55,37,Jodhpur,Rajasthan,Men,Footwear,Formal Shoes,Bata,10  UK,Brown,4
1112,OD1113,C098,P0948,26/06/22,1119,0.55,38,Udaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,11  UK,Mustard,3
1113,OD1114,C099,P0949,13/02/21,985,0.55,39,Udaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,11  UK,Burgundy,5
1114,OD1115,C100,P0950,17/01/23,985,0.5,40,Udaipur,Rajasthan,Men,Footwear,Formal Shoes,Bata,11  UK,Lavender,4
1115,OD1116,C001,P0951,05/07/22,985,0.5,30,Mumbai,Maharashtra,Men,Footwear,Formal Shoes,Bata,11  UK,Teal,2
