,order_id,quantity,order_date,unit_price,total_price,pizza_size,pizza_category,pizza_name,Day of the Week,Month of the Year
13508,5926,1,2015-10-04,16.0,16.0,M,Classic,The Greek Pizza,Sunday,October
13509,5926,1,2015-10-04,25.5,25.5,XL,Classic,The Greek Pizza,Sunday,October
13510,5927,1,2015-10-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Sunday,October
13511,5927,1,2015-10-04,35.95,35.95,XXL,Classic,The Greek Pizza,Sunday,October
13512,5928,1,2015-10-04,25.5,25.5,XL,Classic,The Greek Pizza,Sunday,October
13513,5929,1,2015-10-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Sunday,October
13514,5930,1,2015-10-04,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Sunday,October
13515,5930,1,2015-10-04,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Sunday,October
13516,5930,1,2015-10-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Sunday,October
13517,5930,1,2015-10-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Sunday,October
13518,5930,1,2015-10-04,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Sunday,October
13519,5930,1,2015-10-04,20.5,20.5,L,Classic,The Greek Pizza,Sunday,October
13520,5931,1,2015-10-04,12.75,12.75,S,Chicken,The Chicken Pesto Pizza,Sunday,October
13521,5931,1,2015-10-04,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Sunday,October
13522,5932,1,2015-10-04,12.0,12.0,S,Veggie,The Green Garden Pizza,Sunday,October
13523,5933,1,2015-10-04,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Sunday,October
13524,5934,1,2015-10-04,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Sunday,October
13525,5934,1,2015-10-04,12.25,12.25,S,Supreme,The Sicilian Pizza,Sunday,October
13526,5934,1,2015-10-04,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Sunday,October
13527,5934,1,2015-10-04,25.5,25.5,XL,Classic,The Greek Pizza,Sunday,October
13528,5935,1,2015-10-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Sunday,October
13529,5935,1,2015-10-04,16.5,16.5,L,Classic,The Hawaiian Pizza,Sunday,October
13530,5936,1,2015-10-04,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Sunday,October
13531,5937,1,2015-10-04,12.0,12.0,S,Veggie,The Mediterranean Pizza,Sunday,October
13532,5938,1,2015-10-04,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Sunday,October
13533,5938,1,2015-10-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Sunday,October
13534,5938,1,2015-10-04,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Sunday,October
13535,5938,1,2015-10-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Sunday,October
13536,5939,1,2015-10-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Sunday,October
13537,5939,1,2015-10-04,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Sunday,October
13538,5939,1,2015-10-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Sunday,October
13539,5940,1,2015-10-04,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Sunday,October
13540,5941,1,2015-10-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Sunday,October
13541,5941,1,2015-10-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Sunday,October
13542,5941,1,2015-10-04,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Sunday,October
13543,5941,1,2015-10-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Sunday,October
13544,5942,1,2015-10-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Sunday,October
13545,5942,1,2015-10-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Sunday,October
13546,5943,1,2015-10-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Sunday,October
13547,5944,1,2015-10-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Sunday,October
13548,5944,1,2015-10-04,21.0,21.0,L,Veggie,The Italian Vegetables Pizza,Sunday,October
13549,5945,1,2015-10-04,12.75,12.75,S,Chicken,The Chicken Pesto Pizza,Sunday,October
13550,5945,1,2015-10-04,13.25,13.25,M,Classic,The Hawaiian Pizza,Sunday,October
13551,5945,1,2015-10-04,12.0,12.0,S,Veggie,The Mediterranean Pizza,Sunday,October
13552,5945,1,2015-10-04,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Sunday,October
13553,5946,1,2015-10-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Sunday,October
13554,5946,1,2015-10-04,20.25,20.25,L,Supreme,The Sicilian Pizza,Sunday,October
13555,5947,1,2015-10-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Sunday,October
13556,5947,1,2015-10-04,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Sunday,October
13557,5947,1,2015-10-04,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Sunday,October
13558,5948,1,2015-10-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Sunday,October
13559,5949,1,2015-10-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Sunday,October
13560,5949,1,2015-10-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Sunday,October
13561,5949,1,2015-10-04,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Sunday,October
13562,5949,1,2015-10-04,16.0,16.0,M,Veggie,The Mediterranean Pizza,Sunday,October
13563,5950,1,2015-10-04,14.75,14.75,M,Veggie,The Four Cheese Pizza,Sunday,October
13564,5950,1,2015-10-04,16.0,16.0,M,Veggie,The Mexicana Pizza,Sunday,October
13565,5950,1,2015-10-04,16.25,16.25,M,Supreme,The Sicilian Pizza,Sunday,October
13566,5950,1,2015-10-04,20.75,20.75,L,Supreme,The Soppressata Pizza,Sunday,October
13567,5951,1,2015-10-04,16.75,16.75,M,Chicken,The California Chicken Pizza,Sunday,October
13568,5951,1,2015-10-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Sunday,October
13569,5952,1,2015-10-04,20.75,20.75,L,Chicken,The California Chicken Pizza,Sunday,October
13570,5952,1,2015-10-04,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Sunday,October
13571,5952,1,2015-10-04,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Sunday,October
13572,5952,1,2015-10-04,20.25,20.25,L,Veggie,The Spinach and Feta Pizza,Sunday,October
13573,5953,1,2015-10-04,16.5,16.5,M,Supreme,The Spinach Supreme Pizza,Sunday,October
13574,5953,1,2015-10-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Sunday,October
13575,5953,1,2015-10-04,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza,Sunday,October
13576,5954,1,2015-10-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Sunday,October
13577,5954,1,2015-10-04,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Sunday,October
13578,5955,1,2015-10-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Sunday,October
13579,5955,1,2015-10-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Sunday,October
13580,5955,1,2015-10-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Sunday,October
13581,5956,1,2015-10-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Sunday,October
13582,5956,1,2015-10-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Sunday,October
13583,5956,1,2015-10-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Sunday,October
13584,5956,1,2015-10-04,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Sunday,October
13585,5957,1,2015-10-04,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Sunday,October
13586,5957,1,2015-10-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Sunday,October
13587,5957,1,2015-10-04,12.5,12.5,S,Supreme,The Soppressata Pizza,Sunday,October
13588,5957,1,2015-10-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Sunday,October
13589,5958,1,2015-10-04,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Sunday,October
13590,5959,1,2015-10-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Sunday,October
13591,5960,1,2015-10-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Sunday,October
13592,5960,1,2015-10-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Sunday,October
13593,5960,1,2015-10-04,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Sunday,October
13594,5960,1,2015-10-04,25.5,25.5,XL,Classic,The Greek Pizza,Sunday,October
13595,5961,1,2015-10-04,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Sunday,October
13596,5961,1,2015-10-04,20.5,20.5,L,Classic,The Greek Pizza,Sunday,October
13597,5962,1,2015-10-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Sunday,October
13598,5963,1,2015-10-04,16.5,16.5,L,Classic,The Hawaiian Pizza,Sunday,October
13599,5963,1,2015-10-04,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Sunday,October
13600,5963,1,2015-10-04,12.0,12.0,S,Classic,The Napolitana Pizza,Sunday,October
13601,5963,1,2015-10-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Sunday,October
13602,5964,1,2015-10-04,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Sunday,October
13603,5964,1,2015-10-04,16.0,16.0,M,Veggie,The Mexicana Pizza,Sunday,October
13604,5964,1,2015-10-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Sunday,October
13605,5964,1,2015-10-04,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Sunday,October
13606,5965,1,2015-10-04,20.25,20.25,L,Veggie,The Mediterranean Pizza,Sunday,October
13607,5966,1,2015-10-04,20.25,20.25,L,Veggie,The Mediterranean Pizza,Sunday,October
13608,5966,1,2015-10-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Sunday,October
13609,5966,1,2015-10-04,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Sunday,October
13610,5967,1,2015-10-04,16.75,16.75,M,Chicken,The California Chicken Pizza,Sunday,October
13611,5967,1,2015-10-04,20.5,20.5,L,Classic,The Italian Capocollo Pizza,Sunday,October
13612,5967,1,2015-10-04,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Sunday,October
13613,5967,1,2015-10-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Sunday,October
13614,5968,1,2015-10-04,16.0,16.0,M,Veggie,The Green Garden Pizza,Sunday,October
13615,5968,1,2015-10-04,20.75,20.75,L,Supreme,The Italian Supreme Pizza,Sunday,October
13616,5968,1,2015-10-04,12.25,12.25,S,Supreme,The Sicilian Pizza,Sunday,October
13617,5968,1,2015-10-04,20.75,20.75,L,Supreme,The Soppressata Pizza,Sunday,October
13618,5969,1,2015-10-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Sunday,October
13619,5969,1,2015-10-04,16.5,16.5,M,Supreme,The Pepper Salami Pizza,Sunday,October
13620,5969,1,2015-10-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Sunday,October
13621,5970,1,2015-10-04,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Sunday,October
13622,5970,1,2015-10-04,16.5,16.5,M,Veggie,The Spinach Pesto Pizza,Sunday,October
13623,5971,1,2015-10-04,14.75,14.75,M,Veggie,The Four Cheese Pizza,Sunday,October
13624,5971,1,2015-10-04,16.5,16.5,M,Supreme,The Soppressata Pizza,Sunday,October
13625,5971,1,2015-10-04,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Sunday,October
13626,5972,1,2015-11-04,16.25,16.25,M,Supreme,The Sicilian Pizza,Wednesday,November
13627,5973,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13628,5973,1,2015-11-04,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Wednesday,November
13629,5974,1,2015-11-04,12.0,12.0,S,Classic,The Big Meat Pizza,Wednesday,November
13630,5974,1,2015-11-04,20.75,20.75,L,Chicken,The California Chicken Pizza,Wednesday,November
13631,5974,1,2015-11-04,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza,Wednesday,November
13632,5974,1,2015-11-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Wednesday,November
13633,5974,1,2015-11-04,14.75,14.75,M,Veggie,The Four Cheese Pizza,Wednesday,November
13634,5974,1,2015-11-04,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Wednesday,November
13635,5974,1,2015-11-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Wednesday,November
13636,5974,1,2015-11-04,12.25,12.25,S,Supreme,The Sicilian Pizza,Wednesday,November
13637,5974,1,2015-11-04,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Wednesday,November
13638,5974,1,2015-11-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Wednesday,November
13639,5974,1,2015-11-04,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13640,5975,1,2015-11-04,16.25,16.25,M,Supreme,The Calabrese Pizza,Wednesday,November
13641,5975,1,2015-11-04,13.25,13.25,M,Classic,The Hawaiian Pizza,Wednesday,November
13642,5975,1,2015-11-04,16.25,16.25,M,Supreme,The Sicilian Pizza,Wednesday,November
13643,5975,1,2015-11-04,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Wednesday,November
13644,5976,1,2015-11-04,23.65,23.65,S,Supreme,The Brie Carre Pizza,Wednesday,November
13645,5977,1,2015-11-04,20.75,20.75,L,Supreme,The Soppressata Pizza,Wednesday,November
13646,5978,1,2015-11-04,16.25,16.25,M,Supreme,The Calabrese Pizza,Wednesday,November
13647,5979,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13648,5980,1,2015-11-04,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13649,5981,1,2015-11-04,12.0,12.0,S,Veggie,The Mediterranean Pizza,Wednesday,November
13650,5981,1,2015-11-04,16.25,16.25,M,Supreme,The Sicilian Pizza,Wednesday,November
13651,5982,1,2015-11-04,20.25,20.25,L,Supreme,The Calabrese Pizza,Wednesday,November
13652,5983,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13653,5983,1,2015-11-04,13.25,13.25,M,Classic,The Hawaiian Pizza,Wednesday,November
13654,5984,1,2015-11-04,12.75,12.75,S,Chicken,The Chicken Pesto Pizza,Wednesday,November
13655,5984,1,2015-11-04,16.5,16.5,M,Veggie,The Spinach Pesto Pizza,Wednesday,November
13656,5985,1,2015-11-04,25.5,25.5,XL,Classic,The Greek Pizza,Wednesday,November
13657,5986,1,2015-11-04,12.0,12.0,S,Veggie,The Green Garden Pizza,Wednesday,November
13658,5986,1,2015-11-04,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Wednesday,November
13659,5986,1,2015-11-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Wednesday,November
13660,5986,1,2015-11-04,20.75,20.75,L,Supreme,The Spinach Supreme Pizza,Wednesday,November
13661,5987,1,2015-11-04,20.75,20.75,L,Veggie,The Spinach Pesto Pizza,Wednesday,November
13662,5988,1,2015-11-04,13.25,13.25,M,Classic,The Hawaiian Pizza,Wednesday,November
13663,5989,1,2015-11-04,16.0,16.0,M,Veggie,The Mexicana Pizza,Wednesday,November
13664,5990,1,2015-11-04,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Wednesday,November
13665,5991,1,2015-11-04,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Wednesday,November
13666,5991,1,2015-11-04,12.0,12.0,S,Classic,The Greek Pizza,Wednesday,November
13667,5992,1,2015-11-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Wednesday,November
13668,5992,1,2015-11-04,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Wednesday,November
13669,5992,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13670,5993,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13671,5993,1,2015-11-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Wednesday,November
13672,5994,1,2015-11-04,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13673,5994,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13674,5994,1,2015-11-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Wednesday,November
13675,5995,1,2015-11-04,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13676,5995,1,2015-11-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Wednesday,November
13677,5995,1,2015-11-04,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Wednesday,November
13678,5995,1,2015-11-04,25.5,25.5,XL,Classic,The Greek Pizza,Wednesday,November
13679,5996,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13680,5996,1,2015-11-04,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Wednesday,November
13681,5996,1,2015-11-04,12.5,12.5,S,Supreme,The Spinach Supreme Pizza,Wednesday,November
13682,5996,1,2015-11-04,25.5,25.5,XL,Classic,The Greek Pizza,Wednesday,November
13683,5997,1,2015-11-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Wednesday,November
13684,5997,1,2015-11-04,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Wednesday,November
13685,5997,1,2015-11-04,20.75,20.75,L,Veggie,The Spinach Pesto Pizza,Wednesday,November
13686,5997,1,2015-11-04,12.0,12.0,S,Veggie,The Spinach and Feta Pizza,Wednesday,November
13687,5998,1,2015-11-04,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza,Wednesday,November
13688,5998,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13689,5998,1,2015-11-04,12.0,12.0,S,Classic,The Greek Pizza,Wednesday,November
13690,5999,1,2015-11-04,20.75,20.75,L,Chicken,The Chicken Pesto Pizza,Wednesday,November
13691,5999,1,2015-11-04,12.5,12.5,S,Supreme,The Soppressata Pizza,Wednesday,November
13692,5999,1,2015-11-04,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Wednesday,November
13693,5999,1,2015-11-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Wednesday,November
13694,6000,1,2015-11-04,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13695,6000,1,2015-11-04,16.5,16.5,L,Classic,The Hawaiian Pizza,Wednesday,November
13696,6000,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13697,6001,1,2015-11-04,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13698,6002,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13699,6002,1,2015-11-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Wednesday,November
13700,6002,1,2015-11-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Wednesday,November
13701,6003,2,2015-11-04,20.75,41.5,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13702,6003,1,2015-11-04,12.0,12.0,S,Classic,The Big Meat Pizza,Wednesday,November
13703,6003,1,2015-11-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Wednesday,November
13704,6004,1,2015-11-04,12.0,12.0,S,Classic,The Big Meat Pizza,Wednesday,November
13705,6005,1,2015-11-04,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13706,6006,1,2015-11-04,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13707,6006,1,2015-11-04,12.5,12.5,S,Supreme,The Pepper Salami Pizza,Wednesday,November
13708,6007,1,2015-11-04,12.5,12.5,S,Supreme,The Soppressata Pizza,Wednesday,November
13709,6007,1,2015-11-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Wednesday,November
13710,6008,1,2015-11-04,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13711,6009,1,2015-11-04,16.75,16.75,M,Chicken,The Southwest Chicken Pizza,Wednesday,November
13712,6010,1,2015-11-04,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Wednesday,November
13713,6010,1,2015-11-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Wednesday,November
13714,6011,1,2015-11-04,12.5,12.5,S,Supreme,The Spicy Italian Pizza,Wednesday,November
13715,6012,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13716,6013,1,2015-11-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Wednesday,November
13717,6013,1,2015-11-04,20.25,20.25,L,Veggie,The Mediterranean Pizza,Wednesday,November
13718,6013,1,2015-11-04,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Wednesday,November
13719,6013,1,2015-11-04,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13720,6014,1,2015-11-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Wednesday,November
13721,6014,1,2015-11-04,12.5,12.5,M,Classic,The Pepperoni Pizza,Wednesday,November
13722,6015,1,2015-11-04,18.5,18.5,L,Veggie,The Five Cheese Pizza,Wednesday,November
13723,6015,1,2015-11-04,12.0,12.0,S,Veggie,The Mediterranean Pizza,Wednesday,November
13724,6016,1,2015-11-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Wednesday,November
13725,6016,1,2015-11-04,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza,Wednesday,November
13726,6016,1,2015-11-04,20.75,20.75,L,Supreme,The Soppressata Pizza,Wednesday,November
13727,6017,1,2015-11-04,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13728,6017,1,2015-11-04,16.5,16.5,L,Classic,The Hawaiian Pizza,Wednesday,November
13729,6017,1,2015-11-04,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza,Wednesday,November
13730,6017,1,2015-11-04,16.0,16.0,M,Classic,The Greek Pizza,Wednesday,November
13731,6018,1,2015-11-04,17.95,17.95,L,Veggie,The Four Cheese Pizza,Wednesday,November
13732,6018,1,2015-11-04,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Wednesday,November
13733,6018,1,2015-11-04,15.25,15.25,L,Classic,The Pepperoni Pizza,Wednesday,November
13734,6018,1,2015-11-04,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza,Wednesday,November
13735,6019,1,2015-11-04,20.25,20.25,L,Veggie,The Mexicana Pizza,Wednesday,November
13736,6020,1,2015-11-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Wednesday,November
13737,6020,1,2015-11-04,16.25,16.25,M,Supreme,The Sicilian Pizza,Wednesday,November
13738,6021,1,2015-11-04,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13739,6021,2,2015-11-04,20.75,41.5,L,Supreme,The Spicy Italian Pizza,Wednesday,November
13740,6021,1,2015-11-04,16.0,16.0,M,Classic,The Greek Pizza,Wednesday,November
13741,6022,1,2015-11-04,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13742,6023,1,2015-11-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Wednesday,November
13743,6023,1,2015-11-04,12.75,12.75,S,Veggie,The Italian Vegetables Pizza,Wednesday,November
13744,6023,1,2015-11-04,16.0,16.0,M,Veggie,The Mexicana Pizza,Wednesday,November
13745,6023,1,2015-11-04,20.75,20.75,L,Supreme,The Pepper Salami Pizza,Wednesday,November
13746,6024,1,2015-11-04,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13747,6024,1,2015-11-04,12.0,12.0,S,Veggie,The Green Garden Pizza,Wednesday,November
13748,6024,1,2015-11-04,9.75,9.75,S,Classic,The Pepperoni Pizza,Wednesday,November
13749,6025,1,2015-11-04,16.5,16.5,M,Supreme,The Spicy Italian Pizza,Wednesday,November
13750,6025,1,2015-11-04,16.5,16.5,M,Veggie,The Spinach Pesto Pizza,Wednesday,November
13751,6026,1,2015-11-04,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza,Wednesday,November
13752,6026,1,2015-11-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Wednesday,November
13753,6026,1,2015-11-04,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",Wednesday,November
13754,6026,1,2015-11-04,12.5,12.5,S,Supreme,The Soppressata Pizza,Wednesday,November
13755,6027,2,2015-11-04,16.75,33.5,M,Chicken,The Thai Chicken Pizza,Wednesday,November
13756,6028,1,2015-11-04,16.75,16.75,M,Chicken,The California Chicken Pizza,Wednesday,November
13757,6028,1,2015-11-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Wednesday,November
13758,6029,1,2015-11-04,16.0,16.0,M,Classic,The Classic Deluxe Pizza,Wednesday,November
13759,6030,1,2015-11-04,16.0,16.0,M,Classic,The Italian Capocollo Pizza,Wednesday,November
13760,6030,1,2015-11-04,20.75,20.75,L,Chicken,The Southwest Chicken Pizza,Wednesday,November
13761,6030,1,2015-11-04,16.0,16.0,M,Classic,The Greek Pizza,Wednesday,November
13762,6030,1,2015-11-04,25.5,25.5,XL,Classic,The Greek Pizza,Wednesday,November
13763,6031,1,2015-11-04,15.25,15.25,L,Classic,The Pepperoni Pizza,Wednesday,November
13764,6031,1,2015-11-04,20.75,20.75,L,Chicken,The Thai Chicken Pizza,Wednesday,November
13765,6032,1,2015-11-04,16.0,16.0,M,Classic,The Napolitana Pizza,Wednesday,November
13766,6032,1,2015-11-04,12.5,12.5,S,Veggie,The Spinach Pesto Pizza,Wednesday,November
13767,6032,1,2015-11-04,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13768,6033,1,2015-11-04,16.25,16.25,M,Supreme,The Calabrese Pizza,Wednesday,November
13769,6033,1,2015-11-04,16.75,16.75,M,Veggie,The Italian Vegetables Pizza,Wednesday,November
13770,6033,1,2015-11-04,15.25,15.25,L,Classic,The Pepperoni Pizza,Wednesday,November
13771,6033,1,2015-11-04,12.25,12.25,S,Supreme,The Sicilian Pizza,Wednesday,November
13772,6034,1,2015-11-04,12.75,12.75,S,Chicken,The California Chicken Pizza,Wednesday,November
13773,6034,1,2015-11-04,16.0,16.0,M,Veggie,The Green Garden Pizza,Wednesday,November
13774,6034,1,2015-11-04,16.0,16.0,M,Veggie,The Spinach and Feta Pizza,Wednesday,November
13775,6034,1,2015-11-04,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza,Wednesday,November
13776,6035,1,2015-12-04,12.25,12.25,S,Supreme,The Sicilian Pizza,Friday,December
13777,6036,1,2015-12-04,16.75,16.75,M,Chicken,The Chicken Pesto Pizza,Friday,December
13778,6037,1,2015-12-04,16.75,16.75,M,Chicken,The Thai Chicken Pizza,Friday,December
13779,6038,1,2015-12-04,35.95,35.95,XXL,Classic,The Greek Pizza,Friday,December
13780,6039,1,2015-12-04,25.5,25.5,XL,Classic,The Greek Pizza,Friday,December
13781,6040,1,2015-12-04,12.0,12.0,S,Classic,The Classic Deluxe Pizza,Friday,December
13782,6040,1,2015-12-04,10.5,10.5,S,Classic,The Hawaiian Pizza,Friday,December
13783,6040,1,2015-12-04,16.5,16.5,M,Supreme,The Italian Supreme Pizza,Friday,December
13784,6040,1,2015-12-04,20.75,20.75,L,Supreme,The Spicy Italian Pizza,Friday,December
